REGISTER,ISBN,TITLE,VOLUME,PRINTING,EDITION,LANGUAGE,COPIES,MEDIA_CODE,TYPE_CODE,DEWEY_NO,AUTHOR_CODE,TITLE_CODE,YEAR_PUB,CITY_PUB,PUB_NAME,PHYS_DESCRIPTION,INDEX_,BIBLIOGRAPHY,LOCATION_CODE,SPEC_LOCATION,PRICE,FUND_CODE,FUND_NOTE,ACCEPT_DATE,DATA_ENTRY,OPERATOR_CODE
150335328,979-534-761-3,Tubuh Manusia Volume 7 - Materi Biologi,7,1,,Indonesia,6,MD001,.,574.4,DAV,t,2010,Bandung,Pakar Raya,"80 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/16/2015,3/16/2015,OP002
150335370,979-534-434-6,Buku Lengkap Tentang Tubuh Kita Volume 1 - Pustaka Sains Tersambung Internet,1,1,,Indonesia,4,MD001,.,574.4,CLA,b,2007,Bandung,Pakar Raya,"63 hlm.; ilus., tab.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/18/2015,3/18/2015,OP002
150335385,979-534-569-5,Entomologi Dan Palinologi - Forensik (Sains Pemecah Kejahatan),,1,,Indonesia,6,MD001,.,616.9,WAL,e,2009,Bandung,Pakar Raya,"112 hlm.; ilus., tab.;",hlm.; 110,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/19/2015,3/19/2015,OP002
150335417,979-534-289-4,Kedokteran - Jejak Sejarah Sains,,2,,Indonesia,6,MD001,.,610,GRE,k,2009,Bandung,Pakar Raya,"40 hlm.; ilus., tab.; 25 cm",hlm.; 40,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/20/2015,3/20/2015,OP002
150335435,978-602-8237-38-3,Aneka Motif Tenun Dari Benang Gel,,2,,Indonesia,6,MD001,.,746.1,JAN,a,2009,Bandung,Pakar Raya,"111 hlm.; ilus., tab.; 25 cm",hlm.; 110-111,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2015,3/27/2015,3/26/2015,OP002
150335469,602-838-104-8,Panduan Melukis Dengan Cat Air,,3,,Indonesia,6,MD001,.,750,BER,p,2010,Jakarta,Akademia,"64 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 20151,3/27/2015,3/26/2015,OP002
150335481,979-28-0338-9,Keragaman Tari Nusantara,,,,Indonesia,5,MD001,.,793.3,SUB,k,2008,Klaten,Intan Pariwara,"iv, 52 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/31/2015,3/31/2015,OP002
150335493,978-602-206-067-3,Menyiapkan & Menyajikan Teater Modern,,1,,Indonesia,6,MD001,.,702,KRI,m,2009,Klaten,Intan Pariwara,"iv, 44 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/31/2015,3/31/2015,OP002
150335517,978-602-206-066-6,Mengarasemen Dan Menyajikan Musik Tradisional,,1,,Indonesia,6,MD001,.,780,SUP,m,2011,Surabaya,JP Books,"iii, 44 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/1/2015,4/1/2015,OP002
150335541,979-28-0526-0,Seni Merangkai Janur,,2,,Indonesia,6,MD001,.,745.9,PAN,s,2009,Klaten,Intan Pariwara1,"iv, 44 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/1/2015,4/1/2015,OP002
150335547,979-28-0527-7,Kerajinan Sulam Pita,,,,Indonesia,6,MD001,.,746.5,SUC,k,2008,Klaten,Intan Pariwara,"iv, 44 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/2/2015,4/2/2015,OP002
150335576,978-602-206-064-2,Mengaresemen dan Menyajikan Lagu Mancanegara,,1,,Indonesia,6,MD001,.,783,SUP,m,2009,Surabaya,JP Books,"iv,44 hlm.; ilus.; tab., 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/4/2015,4/4/2015,OP002
150335582,979-1464-78-5,Permainan Bola Basket  : 50 Kegiatan Membangun Keterampilan Bola Basket,,1,,Indonesia,6,MD001,.,796.32,PRU,p,2007,Yogjakarta,Citra Aji Pratama,"xii,127 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/8/2015,4/8/2015,OP002
150335588,979-3632-796-6,Panduan Latihan Sepak Bola Andal,,,,Indonesia,6,MD001,.,796.33,FLE,p,2002,Jakarta,Sunda Kelapa Pustaka,"vi,138 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/9/2015,4/9/2015,OP002
150335624,979-1464-17-8,"Keterampilan Sepak Bola :Panduan  Dasar Teknik,Latihan,Dan Taktik",,4,,Indonesia,6,MD001,.,796.33,GIF,k,2009,Yogjakarta,Citra Aji Parama,"48 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
160347317,978-602-298-619-5,Erlangga Fokus UN 2016 Untuk IPS SMA/MA,,1,,Indonesia,1,MD001,.,370,TIM,e,2015,Solo,Al Wafi," 240 hlm.; 20,5 cm",,,SMU4,BRA001,$0.00 ,HD,Sanksi Denda 2016,3/6/2017,3/6/2017,OP002
170350076,978-602-366-290-6,Seni Membuat Herbarium,,1,,Indonesia,1,MD001,.,700,PUJ,s,2017,Solo,Tiga Ananda,"56  hlm.; ilus.,24 cm",,,SMU4,BRA001,"$25,500.00 ",HD,Sanksi Denda Siswa 2017,1/9/2018,1/9/2018,OP002
170450098,978-979-383-281-4,Serat Centhini I,1,13,1,Indonesia,1,MD001,K,813,WAH,s,2015,Yogyakarta,Cakrawala,"x, 474 hlm.; 23 cm",,,SMU4,BRA001,$0.00 ,HD,Denda Siswa,3/23/2018,3/23/2018,OP002
150335463,602-838-105-5,Panduan Melukis Dengan Cat Minyak,,3,,Indonesia,6,MD001,.,750,BER,p,2010,Jakarta,Akademia,"64 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 20151,3/27/2015,3/26/2015,OP002
150335600,979-28-0060-9,Olah Raga Kegemaranku Bulutangkis,,,,Indonesia,6,MD001,.,796.34,SUB,o,2007,Klaten,Intan Pariwara,"iv, 60 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/9/2015,4/9/2015,OP002
150335636,978-979-,Olahraga Kegemaranku Bola Voli,,,,Indonesia,1,MD001,.,796.32,SUN,o,2008,Klaten,Intan Pariwara,"iv, 60 hlm.; ilus., tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335642,979-28-0064-7,Olahraga Kegemaranku Catur,,,,Indonesia,6,MD001,.,794.1,ANA,o,2009,Klaten,Intan Pariwara,"iv, 43 hlm.; ilus., tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335660,979-28-0061-6,Olah Raga Kegemaranku Tenis Meja,,,,Indonesia,6,MD001,.,796.34,MUK,o,2007,Klaten,Intan Pariwara,"iv, 60 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335672,979-28-0402-7,Waspadai Napza Di Sekitarmu,,1,,Indonesia,6,MD001,.,613.8,WAL,w,2009,Klaten,Intan Pariwara,"iv, 68 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335678,978-602-8381-08-6,Panduan Cewek Menjelang Remaja,1,2,,Indonesia,6,MD001,.,155.5,MID,p,2009,Jakarta,Akademia,"128 hlm.; ilus.; tab.; 24,5 cm",hlm.; 125-127,,SMU4,BRA001,$0.00 ,HD,APBD KOTA MALANG 2015,4/11/2015,4/10/2015,0P006
150335701,979-3632-48-3,26 Kiat Tubuh Sehat dan Bugar,,,,Indonesia,6,MD001,.,613.7,SUS,d,2007,Klaten,Sunda Kelapa Pustaka,"iv, 60 hlm.; ilus.; tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,APBD MALANG 2015,4/10/2015,4/10/2015,OP002
150335719,979-3632-77-3,Waspadai PMS di Kalangan Remaja,,1,,Indonesia,6,MD001,.,616.6,MIN,w,2007,Klaten,Sunda Kelapa Pustaka,"iv, 76 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335737,979-26-7134-X,"SETS Science, Environment, Technology & Society",5,1,,Indonesia,5,MD001,.,930,WAH,s,2006,Jakarta,Armandelta,"226 hlm.; ilus., 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335755,978-979-662-326-6,Mengenal Antartika dan Arktika,,,,Indonesia,6,MD001,.,912.3,WIN,m,2008,Klaten,Cempaka Putih,"iv, 52 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335767,0-471-41236-8,"Geografi Aktivitas Untuk Menjelajahi,Memetakan,dan Menikmati Duniamu",,1,,Indonesia,6,MD001,.,910,ARN,g,2003,Bandung,Pakar Raya,"iv, 110 hlm.; ilus., tab.; 27,5 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335778,979-1464-77-2,Mengenal Energi Panas Bumi,,1,,Indonesia,6,MD001,.,910,KRI,m,2008,Yogjakarta,Citra Aji Parama,"iv, 60 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335784,978-979-1464-80-2,Gunungapi Aktif Di Indonesia,,2,2,Indonesia,6,MD001,.,910,KUS,g,2013,Yogjakarta,Citra Aji Parama,"iv, 52 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335790,979-534-331-9,Memetakan Dunia 5 - Memetakan Tanah Baru,5,1,,Indonesia,6,MD001,.,910,EVE,m,2006,Bandung,Pakar Raya,"48 hlm.; ilus., tab.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
170450106,978-602-1142-95-0,I love My Badboy,,1,,Indonesia,1,MD001,.,813,NAT,i,2017,Yogjakarta,Aria Media Mandiri,"vi, 326 hlm,; 19 cm",,,SMU4,BRA001,"$48,750.00 ",HD,Sanksi Denda Siswa 2018,3/28/2018,3/28/2018,OP002
170450116,978-602-74280-5-8,Shinsu Tenma Kyo :Kebangkitan Wibawa Klan Takeda,1,1,1,Indonesia,1,MD001,K,813,YOS,s,2016,Jakarta,Qantara,373 hlm.; 21 cm,,,SMU4,BRA001,"$60,000.00 ",PB,Sanksi Denda Siswa 2017,4/20/2018,4/20/2018,OP002
170450115,978-979-22-0196-3,Hear Beat,,2,,Indonesia,1,MD001,.,895,JEA,h,2016,Jakarta Selatan,loveable,"i, 528 hlm.;  19 cm",,,SMU4,BRA001,"$23,000.00 ",HD,Sanksi Denda Siswa 2017,4/27/2018,4/27/2018,OP002
150335505,978-602-8567-56-5,Mengenal Seni Rupa Terapan Nusantara,,1,,Indonesia,6,MD001,.,750,RAN,m,2009,Surabaya,JP Books,"iv, 52 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,3/31/2015,3/31/2015,OP002
150335553,979-28-0066-1,Berteater,,4,,Indonesia,4,MD001,.,702,SUP,b,2009,Klaten,Intan Pariwara,"iv, 44 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/2/2015,4/2/2015,OP002
150335618,979-28-0523-9,Catur Dari Langkah Pertama Hingga Sekakmat,,,,Indonesia,6,MD001,.,794.1,KIN,c,2000,Klaten,Intan Pariwara,"64 hlm.; ilus., tab.; 23 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/9/2015,4/9/2015,OP002
150335654,602-802-474-7,Permainan Air Water Fun : 116 Kegiatan Kebugaran dan Berenang Untuk Semua Umur,,,,Indonesia,6,MD001,.,797.3,LEE,p,2008,Solo,Era Pustaka Utama,"xii, 177 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335713, 979-3632-71-1,Cegah Dini Kanker dan Tumor,1,1,1,Indonesia,6,MD001,.,616.9,SUP,c,2008,Jakarta,Sunda Kelapa Pustaka,"iv, 60 hlm.; ilus., tab .; 25 cm",,,SMU4,BRA001,$0.00 ,HD,,4/10/2015,4/10/2015,0P006
150335773,602-8227-28-5,"Minyak Bumi :Eksplorasi,Eksploitasi,dan Produksi",,1,,Indonesia,4,MD001,.,910,KRI,m,2010,Yogjakarta,Citra Aji Parama,"iv, 60 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335796,979-534-327-0,Memetakan Dunia 1 - Cara Memetakan Dunia,1,1,,Indonesia,6,MD001,.,910,EVE,m,2006,Bandung,Pakar Raya,"48 hlm.; ilus., tab.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335802,602-8227-27-8,"Kars:Gua Batugamping,Sungai Bawah Tanah,Dan Mata Air",1,1,,Indonesia,7,MD001,.,910,KUS,k,2009,Yogjakarta,Citra Aji Parama,"44 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335808,979-1464-71-0,"Gamping :Potensi,Penambangan dan Pemanfaatan",,1,,Indonesia,6,MD001,.,910,SET,g,2009,Yogjakarta,Citra Aji Parama,"iv, 59 hlm.; ilus., tab.; 21 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/15/2015,4/15/2015,OP002
150335820,602-8799-14-0,Zamrud Khatulistiwa :Negeri Yang Jaya,,1,,Indonesia,6,MD001,.,959.8,ZUL,z,2012,Yogjakarta,Citra Aji Parama,"80 hlm.; ilus., tab.; 30 cm",Hlm.; 19-20,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/17/2015,4/17/2015,OP002
150335826,602-8799-39-1,Pemuda Dan Kelautan : Masyarakat Pesisir Menatap Masa Depan,,1,,Indonesia,6,MD001,.,301,DAU,p,2009,Yogjakarta,Citra Aji Parama,"v, 56 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/17/2015,4/17/2015,OP002
150135861,978-979-686-452-2,Kamus Inggris Indonesia : An English-Indonesian Dictionary,1,XXVI,,Indonesia,4,MD001,REF,495.603,ECH,k,2005,Jakarta,Gramedia,"xviii, 660 hlm.; tab, ; 24cm",,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/17/2015,4/17/2015,OP002
150135866,979-523-021-2,Kamus Standar Bahasa Indonesia-Jepang,,11,,Jepang,5,MD001,REF,495.603,TAN,k,2008,Jaka rta,Dian Rakyat,"xxxii, 877 hlm.; tab.; 23 cm",,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/18/2015,4/17/2015,0P006
150135888,978-602-1593-19-6,Riau: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,4,MD001,REF,301.03,ERL,r,2013,Bekasi,PT Mentari Utama Unggul,"viii, 120 hlm.; ilus., 30cm",hlm. 115-117,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/17/2015,4/17/2015,OP002
150135902,978-602-1593-03-5,Kepulauan Bangka Belitung : Ensiklopedia Seni Dan Budaya Nusantara,,1,,Indonesia,6,MD001,REF,301.3,PRA,k,2013,Bekasi,Mentari Utama Unggul,"viii, 112 hlm.; illus.; 30 cm",110,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/18/2015,4/17/2015,0P006
170353503,,Kawruh Basa Jawa Pepak,,,,Lain-lain,5,MD001,.,499.28,DAR,k,1999,Surabaya,Apollo Lestari,"xii.; 162hlm.; ilus.; 20,5cm",,,SMU4,BRA001,"$5,000.00 ",HD,Sanksi Denda Siswa 2017,5/4/2018,5/4/2018,OP002
170453528,978-602-7742-61-1,So Married The Anti Fan,,4,,Indonesia,1,MD001,K,813,JEO,s,2009,Depok,Haru Media,"518 hlm.; 19,5 cm",,,SMU4,BRA001,$0.00 ,HD,Sanksi Denda Siswa 2017,5/8/2018,5/8/2018,OP002
150335648,979-28-0542-0,Dasar-Dasar Berenang,,,,Indonesia,6,MD001,.,797.2,NAW,d,2008,Klaten,Intan Pariwara,"iv, 44 hlm.; ilus., tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/10/2015,4/10/2015,OP002
150335684,978-602-8381-09-3,Panduan Cowok Menjelang Remaja,1,2,,Indonesia,6,MD001,.,155.5,PFE,p,2009,Jaka rta,Akademia,"128hlm.; ilus.; tab.; 24,5cm",hlm.; 125-127,,SMU4,BRA001,$0.00 ,HD,APBD MALANG 2015,4/10/2015,4/10/2015,OP002
150335725,979-534-224-X,Narkoba Perlukah Mengenalnya?,1,5,1,Indonesia,6,MD001,.,613.8,WAH,n,2010,Bandung,Pakar Raya,"xi, 226 hlm .; ilus., tab.; 25cm",,,SMU4,BRA001,$0.00 ,HD,APBD KOTA MALANG 2015,4/10/2015,4/10/2015,0P006
150335731,979-1136-69-3,Latihan Dasar Sepak Bola Remaja,,1,Pertama,Indonesia,5,MD001,.,796.33,KOG,l,2007,Klaten,Saka Mitra Kompetensi,"xi, 146 hlm.; ilus.; tab.; 24.5 cm",,,SMU4,BRA001,$0.00 ,HD,APBD MALANG 2015,4/10/2015,4/10/2015,OP002
150335743,979-662-301-3,Mengenal Organisasi Pelestarian Lingkungan,1,1,1,Indonesia,6,MD001,.,906,ANJ,m,2008,Klaten,Cempak Putih,"IV, hlm 68.; ilus.; tab.; 25cm",,,SMU4,BRA001,$0.00 ,HD,APBD KOTA MALANG 2015,4/10/2015,4/10/2015,0P006
150335749,979-662-357-0,Mengenal Bentuk-Bentuk Konservasi Alam,1,1,1,Indonesia,6,MD001,.,910,WIN,m,2008,Klaten,Cempaka Putih,"iv, 68 hlm.; ilus.; tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,APBD MALANG 2015,4/10/2015,4/10/2015,OP002
150335838,602-8799-42-1,Pemuda Dan Kelautan : Pemanasan Global Dan Perubahan Garis Pantai,,1,,Indonesia,6,MD001,.,301,DAU,p,2009,Yogjakarta,Citra Aji Parama,"v, 56 hlm.; ilus., tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/17/2015,4/17/2015,OP002
150135898,978-602-1593-20-2,Jambi: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,4,MD001,REF,301.03,POE,j,2013,Bekasi,PT Mentari Utama Unggul,"viii, 112 hlm.; ilus., 30cm",hlm. 108-109,,SMU4,BRA001,$0.00 ,HD,APBD Kota Malang 2013,4/17/2015,4/17/2015,OP002
150135914,978-602-1593-21-9,Lampung: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,1,MD001,REF,301.03,TAU,l,2013,Bekasi,PT Mentari Utama Unggul,"viii, 114 hlm; tab.; ilus.; 21cm",,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/24/2015,4/24/2015,OP002
150135923,978-602-1593-07-3,Jawa Barat : Ensiklopedia Seni dan Budaya Nusantara,1,1,1,Indonesia,2,MD001,REF,301.03,NOV,j,2013,Bekasi,Mentari Utama Unggul,"viii,144.;illus,tab.;30 cm",hlm. 140 - 141,,SMU4,BRA001,$0.00 ,HD,DAK KOTA MALANG 2013,4/24/2015,4/24/2015,OP002
150135931,978-602-1593-23-3,Daerah Istimewa Yogyakarta: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,4,MD001,REF,301.03,KHU,d,2013,Bekasi,PT Mentari Utama Unggul,"viii, 114 hlm.; ilus.; 30cm",hlm. 111,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/24/2015,4/24/2015,OP002
150135941,978-602-1593-24-0,Kalimantan Utara : Ensiklopedia Seni dan Budaya Nusantara,1,1,1,Indonesia,6,MD001,REF,301.03,FAT,k,2013,Bekasi,PT Mentari Utama Unggul,"viii., 116 hlm.; ilus.; 29,7 cm",hlm.; 113-115,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/25/2015,4/24/2015,0P006
150135957,978-602-1593-33-2,Nusa Tenggara Barat: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,6,MD001,REF,301.03,KHU,n,2013,Bekasi,PT Mentari Utama Unggul,"viii, 120 hlm.; ilus.; 30cm",hlm. 112-115,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/24/2015,4/24/2015,OP002
150135974,978-602-1593-08-0,Sulawesi Tengah: Ensiklopedia Seni dan Budaya Nusantara,,1,,Indonesia,6,MD001,REF,301.03,FEB,s,2013,Bekasi,PT Mentari Utama Unggul,"viii, 88 hlm.; ilus.; 30cm",hlm. 85-86,,SMU4,BRA001,$0.00 ,HD,DAK Kota Malang 2013,4/24/2015,4/24/2015,OP002
170353542,979-98337-3-6,Bersatu Dengan Allah,1,3,1,Indonesia,1,MD001,.,2x0,MUS,b,2005,Surabaya,PT Bina Ilmu,"242 hlm.., 20 cm",,,SMU4,BRA001,$0.00 ,HD,sanksi denda siswa 2017,5/11/2018,5/11/2018,OP002
190457551,,Gak Mesti : Antologi Cercak,,1,,Lain-lain,1,MD001,.,819,SIS,g,2016,Malang,SMA Negeri 4 Malang,"xi, 287 hlm.; ilus.; tab., 21 cm",,,SMU4,BRA001,$0.00 ,HD,XII  IPA 6 I2016,3/19/2019,3/18/2019,OP002
190357572,,Asgardian,,1,,Indonesia,1,MD001,.,813,NUG,a,2018,Malang,SMA Negeri 4 Malang,"i, 86 hlm.; 20,5 cm",,,SMU4,BRA001,$0.00 ,HD,Karya Siswa 2018,3/26/2019,3/25/2019,OP002
110113435,,Upaya Meningkatkan Prestasi Belajar Biologi Siswa Dengan Pemberian Motivasi Dan Pembuatan Pengaturan Jadwal Belajar Harian,,,,Indonesia,1,MD001,REF,001.4,MAI,u,2010,Malang,Universitas Negeri Malang,"iii, 43 hlm.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,,3/15/2012,3/15/2012,OP002
110113441,,Penggunaan Peta Pemikiran (Mind-Mapping) Untuk Meningkatkan Hasil Belajar Siswa Pada Konsep Kimia Yang Berjenjang Khususnya Materi Pokok Hidrolisis Garam,,,,Indonesia,1,MD001,REF,001.4,ROH,p,2011,Malang,Universitas Negeri Malang,"vi, 55 hlm.; 29 cm",,,SMU4,BRA001,$0.00 ,HD,,3/15/2012,3/15/2012,OP002
120113469,978-979-3535-90-6,Ensiklopedia  Nabi Muhammad SAW : Dalam Ragam Gaya Hidup 2,6,,,Indonesia,1,MD001,REF,2X3.4-03,COM,e,2011,Jakarta,Lentera Abadi,"xxiv, 292 hlm.; ilus, 30 cm",Hlm.; 276-284,,SMU4,BRA001,$0.00 ,PB,Dana Block Grand 2011/2012,3/17/2012,3/17/2012,OP002
120413508,978-979-18346-3-6,Surat kecil Untuk Tuhan,,13,,Indonesia,2,MD001,.,813,DAV,s,2011,Jakarta,Inandar published,"x, 230 hlm.;19 cm",,,SMU4,BRA001,$0.00 ,HD,Sanksi Denda Siswa 2011/2012,3/21/2012,3/21/2012,OP002
120413511,978-602-98221-6-8,Cinta Suci Zahrana,,5,,Indonesia,1,MD001,.,813,SHI,c,2011,Jakarta,Ihwah Publishing house,"v, 284 hlm.; 20,5 cm",,,SMU4,BRA001,$0.00 ,HD,Sanksi Denda Siswa 2011/2012,3/21/2012,3/21/2012,OP002
120313527,2-09-033204-2,Methode de Francais Pour Migrants Trait d'Union Cahir d' exercices 1,,,,Perancis,4,MD001,.,440,IGL,m,2004,Paris,CLE INTERNATIONAL,"xvi, 94 hlm.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,Pemberian dari Bu Husniah 2012,3/24/2012,3/24/2012,OP002
120113531,,Exercices de Grammaire et de Prononciation - Cassette 1 Unites 1a 4 : Campus 1,1,,,Perancis,9,MD004,REF,440,IGL,e,2004,Paris,CLE INTERNATIONAL,11 cm,,,SMU4,BRA001,$0.00 ,HD,,3/24/2012,3/24/2012,OP002
120513565,979-734-733-66,Pendidikan Kewarganegaraan untuk SMA dan MA kelas XII:3-ESIS,3,,,Indonesia,1,MD001,.,323.6,LIS,p,2007,Jakarta,ESIS-Erlangga,"x,150 hlm.;illus., 25,5 cm",Hlm.;150,,SMU4,BRA001,$0.00 ,HD,Sumbangan alumni 2010/2011,4/13/2012,4/13/2012,OP002
120513567,979-737-115-8,Kewarganegaraan (Citizenship) untuk SMA dan MA Kelas XI:2,2,,,Indonesia,1,MD001,.,323.6,WIJ,k,2005,Jakarta,Piranti,"x,174 hlm.;illus.;tab., 26 cm",,,SMU4,BRA001,$0.00 ,HD,Sumbangan alumni 2010/2011,4/13/2012,4/13/2012,OP002
120513568,978-979-746-894-1,The Bridge English Competence 2 for SMA Grade XI,2,1,,Inggris,1,MD001,.,420,KIS,t,2007,Surabaya,Yudhistira,"xi,211 hlm.;illus.;tab., 25 cm",,,SMU4,BRA001,$0.00 ,HD,Sumbangan alumni 2010/2011,4/13/2012,4/13/2012,OP002
120513574,978-979-015-160-4,Pendidikan Agam Islam untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,2X0,SYA,p,2007,Jakarta,Erlangga,"xvii,181 hlm.;illus.;tab., 25 cm",,,SMU4,BRA001,$0.00 ,HD,Sumbangan alumni 2010/2011,4/13/2012,4/13/2012,OP002
120513576,,Belajar Praktis Sosiologi Kelas XII IPS,,,,Indonesia,1,MD001,.,301,TIM,b,2011,Yogyakarta,Neutron,"69 hlm.;ilus.,tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,Sumbangan a.n Alumni 2010/2011,4/20/2012,4/20/2012,OP002
120513579,979-676-825-9,Sosiologi 1 Suatu Kajian Kehidupan Masyarakat,1,2,3,Indonesia,1,MD001,.,301,TIM,s,2007,Jakarta,Yudhistira,"viii,149 hlm.;ilus.;tab.; 26 cm",,,SMU4,BRA001,$0.00 ,HD,Sumbangan a.n Alumni 2010/2011,4/20/2012,4/20/2012,OP002
120513581,978-979-015-166-6,Look Ahead Book 1 An English Course For Senior High School Student Year X,1,,,Inggris,1,MD001,.,420,SUD,l,2007,Jakarta,Erlangga,"197 hlm .;ilus., tab.; 25 cm",,Hlm 197-198,SMU4,BRA001,$0.00 ,HD,Sanksi Denda Siswa 2011/2012,5/24/2012,5/24/2012,OP002
120513587,979-734-998-5,sains Fisika 1a,1,,,Indonesia,1,MD001,.,530,TAR,s,2002,Jakarta,Bumi Aksara,"151 hlm.; iIus ., tab., 24,5 cm",,,SMU4,BRA001,$0.00 ,HD,SUMBANGAN  Siswa 2011/2012,5/24/2012,5/24/2012,OP002
